Gene	DMSO	osi	EntrezID	Symbol	HumanGene	Control	Treatment	Diff
H2AFB1	0.150159779614325	-0.150601629026287	474382	H2AFB1	H2AFB1	0.150159779614325	-0.150601629026287	-0.300761408640612
F8A2	-0.166820936639118	-0.701878933728249	474383	F8A2	F8A2	-0.166820936639118	-0.701878933728249	-0.53505799708913
F8A3	-0.098131129476584	-0.252610144390966	474384	F8A3	F8A3	-0.098131129476584	-0.252610144390966	-0.154479014914382
C8orf22	0.506192837465565	-0.440059237319511	492307	C8orf22	C8orf22	0.506192837465565	-0.440059237319511	-0.946252074785076
IGIP	0.102658953168044	-0.457376897445391	492311	IGIP	IGIP	0.102658953168044	-0.457376897445391	-0.560035850613435
COA5	-1.19415977961433	-0.994909292854498	493753	COA5	COA5	-1.19415977961433	-0.994909292854498	0.199250486759827
TRIM72	-0.264573002754821	-0.216105146242133	493829	TRIM72	TRIM72	-0.264573002754821	-0.216105146242133	0.0484678565126884
CISD2	-0.179669421487603	-0.641142169566827	493856	CISD2	CISD2	-0.179669421487603	-0.641142169566827	-0.461472748079224
CCDC73	-0.124275482093664	-0.359394668641244	493860	CCDC73	CCDC73	-0.124275482093664	-0.359394668641244	-0.23511918654758
EID3	0.232088154269972	0.347704553868937	493861	EID3	EID3	0.232088154269972	0.347704553868937	0.115616399598965
GPX8	-0.338325068870523	-0.931136616068123	493869	GPX8	GPX8	-0.338325068870523	-0.931136616068123	-0.592811547197599
RNASE12	-0.109551515151515	0.0239577934098482	493901	RNASE12	RNASE12	-0.109551515151515	0.0239577934098482	0.133509308561363
PHOSPHO2	0.305134986225895	0.106275453535728	493911	PHOSPHO2	PHOSPHO2	0.305134986225895	0.106275453535728	-0.198859532690168
RBMXL1	0.10254435261708	-0.209144761199556	494115	RBMXL1	RBMXL1	0.10254435261708	-0.209144761199556	-0.311689113816636
SPANXN1	0.0140440771349862	-0.056319881525361	494118	SPANXN1	SPANXN1	0.0140440771349862	-0.056319881525361	-0.0703639586603472
SPANXN2	0.0473939393939394	0.0486329137356535	494119	SPANXN2	SPANXN2	0.0473939393939394	0.0486329137356535	0.00123897434171406
CHAC2	-0.235438016528926	-0.640799703813402	494143	CHAC2	CHAC2	-0.235438016528926	-0.640799703813402	-0.405361687284477
FBXO47	-0.146798898071625	-1.98306182895224	494188	FBXO47	FBXO47	-0.146798898071625	-1.98306182895224	-1.83626293088061
SPANXN5	-0.0628242424242424	0.181895594224361	494197	SPANXN5	SPANXN5	-0.0628242424242424	0.181895594224361	0.244719836648604
RNF165	-0.27769696969697	0.0913272861902999	494470	RNF165	RNF165	-0.27769696969697	0.0913272861902999	0.36902425588727
DFNB59	0.197487603305785	-0.153211773417253	494513	DFNB59	DFNB59	0.197487603305785	-0.153211773417253	-0.350699376723038
TYMSOS	-0.15267217630854	-0.578924472417623	494514	TYMSOS	TYMSOS	-0.15267217630854	-0.578924472417623	-0.426252296109083
WEE2	-0.17497520661157	-0.339920399851907	494551	WEE2	WEE2	-0.17497520661157	-0.339920399851907	-0.164945193240336
TIFAB	-0.10704132231405	0.0692475009255831	497189	TIFAB	TIFAB	-0.10704132231405	0.0692475009255831	0.176288823239633
CLEC18B	-0.384782369146005	-0.496168085894113	497190	CLEC18B	CLEC18B	-0.384782369146005	-0.496168085894113	-0.111385716748108
C18orf32	0.217465564738292	0.513772676786375	497661	C18orf32	C18orf32	0.217465564738292	0.513772676786375	0.296307112048083
MS4A13	0.119426997245179	-0.111199555720104	503497	MS4A13	MS4A13	0.119426997245179	-0.111199555720104	-0.230626552965283
SPRN	0.194236914600551	0.0678887449092929	503542	SPRN	SPRN	0.194236914600551	0.0678887449092929	-0.126348169691258
ARGFX	0.193134986225895	0.0434292854498334	503582	ARGFX	ARGFX	0.193134986225895	0.0434292854498334	-0.149705700776062
DEFB107B	0.101709090909091	0.339105886708626	503614	DEFB107B	DEFB107B	0.101709090909091	0.339105886708626	0.237396795799535
DEFB104B	-0.0834754820936639	-0.122102924842651	503618	DEFB104B	DEFB104B	-0.0834754820936639	-0.122102924842651	-0.038627442748987
DPRX	-0.591338842975207	-0.337495372084413	503834	DPRX	DPRX	-0.591338842975207	-0.337495372084413	0.253843470890794
DUXA	-0.351779614325069	-0.196704924102184	503835	DUXA	DUXA	-0.351779614325069	-0.196704924102184	0.155074690222885
DEFB106B	0.0473939393939394	0.216790077748982	503841	DEFB106B	DEFB106B	0.0473939393939394	0.216790077748982	0.169396138355042
DEFB105B	0.144793388429752	-0.252711958533876	504180	DEFB105B	DEFB105B	0.144793388429752	-0.252711958533876	-0.397505346963628
CT45A6	-0.524264462809917	-0.210459089226213	541465	CT45A6	CT45A6	-0.524264462809917	-0.210459089226213	0.313805373583705
CT45A1	-0.270964187327824	-0.0616003332099223	541466	CT45A1	CT45A1	-0.270964187327824	-0.0616003332099223	0.209363854117901
LURAP1	0.0935493112947658	-0.191716031099593	541468	LURAP1	LURAP1	0.0935493112947658	-0.191716031099593	-0.285265342394359
C8orf58	-0.312528925619835	-0.504100333209922	541565	C8orf58	C8orf58	-0.312528925619835	-0.504100333209922	-0.191571407590088
CXorf40B	-0.390876033057851	-0.591845612736024	541578	CXorf40B	CXorf40B	-0.390876033057851	-0.591845612736024	-0.200969579678173
C1QTNF9B-AS1	-0.508220385674931	-0.538837467604591	542767	C1QTNF9B-AS1	C1QTNF9B-AS1	-0.508220385674931	-0.538837467604591	-0.0306170819296597
SSX4B	0.244088154269972	-0.181988152536098	548313	SSX4B	SSX4B	0.244088154269972	-0.181988152536098	-0.42607630680607
SLX1A	0.25670523415978	0.311773417252869	548593	SLX1A	SLX1A	0.25670523415978	0.311773417252869	0.0550681830930896
CKMT1A	-0.244661157024793	-0.515549796371714	548596	CKMT1A	CKMT1A	-0.244661157024793	-0.515549796371714	-0.270888639346921
POLR2J3	-0.714556473829201	-1.47667530544243	548644	POLR2J3	POLR2J3	-0.714556473829201	-1.47667530544243	-0.762118831613227
DNAJC25	-0.0503151515151515	0.207034431691966	548645	DNAJC25	DNAJC25	-0.0503151515151515	0.207034431691966	0.257349583207117
CCDC157	-0.78265564738292	-0.1792484265087	550631	CCDC157	CCDC157	-0.78265564738292	-0.1792484265087	0.60340722087422
ATXN7L3B	0.0628198347107438	-0.212782302850796	552889	ATXN7L3B	ATXN7L3B	0.0628198347107438	-0.212782302850796	-0.27560213756154
DNAJC25-GNG10	-0.265575757575758	-0.919576082932247	552891	DNAJC25-GNG10	DNAJC25-GNG10	-0.265575757575758	-0.919576082932247	-0.65400032535649
BOLA2	-0.0259063360881543	0.0407441688263606	552900	BOLA2	BOLA2	-0.0259063360881543	0.0407441688263606	0.0666505049145149
PEF1	-0.245829201101928	-0.479202147352832	553115	PEF1	PEF1	-0.245829201101928	-0.479202147352832	-0.233372946250904
PRR5-ARHGAP8	-0.484870523415978	-0.421612365790448	553158	PRR5-ARHGAP8	PRR5-ARHGAP8	-0.484870523415978	-0.421612365790448	0.0632581576255301
ASPDH	-0.234545454545455	-0.841891891891892	554235	ASPDH	ASPDH	-0.234545454545455	-0.841891891891892	-0.607346437346437
FBXO48	-0.141741046831956	0.609959274342836	554251	FBXO48	FBXO48	-0.141741046831956	0.609959274342836	0.751700321174792
FAM72C	-0.871272727272727	-0.559089226212514	554282	FAM72C	FAM72C	-0.871272727272727	-0.559089226212514	0.312183501060213
HIST2H4B	-0.475812672176309	-0.616345797852647	554313	HIST2H4B	HIST2H4B	-0.475812672176309	-0.616345797852647	-0.140533125676339
CLLU1OS	-0.134104683195592	-0.481081081081081	574016	CLLU1OS	CLLU1OS	-0.134104683195592	-0.481081081081081	-0.346976397885489
CLLU1	0.131471074380165	-0.129822288041466	574028	CLLU1	CLLU1	0.131471074380165	-0.129822288041466	-0.261293362421631
PRR9	-0.389741046831956	-0.842188078489448	574414	PRR9	PRR9	-0.389741046831956	-0.842188078489448	-0.452447031657492
UGT2A2	0.329410468319559	0.235949648278415	574537	UGT2A2	UGT2A2	0.329410468319559	0.235949648278415	-0.0934608200411438
CPLX3	-0.166203856749311	-0.0676471677156609	594855	CPLX3	CPLX3	-0.166203856749311	-0.0676471677156609	0.0985566890336504
NPS	-0.108442975206612	-0.345251758607923	594857	NPS	NPS	-0.108442975206612	-0.345251758607923	-0.236808783401311
CYB5RL	-0.260341597796143	-0.378730099962977	606495	CYB5RL	CYB5RL	-0.260341597796143	-0.378730099962977	-0.118388502166833
DEFB135	-0.102055096418733	-1.11162532395409	613209	DEFB135	DEFB135	-0.102055096418733	-1.11162532395409	-1.00957022753536
DEFB136	-0.0674424242424242	-0.0545196223620881	613210	DEFB136	DEFB136	-0.0674424242424242	-0.0545196223620881	0.0129228018803361
DEFB134	0.0772462809917355	-0.225981118104406	613211	DEFB134	DEFB134	0.0772462809917355	-0.225981118104406	-0.303227399096141
CTXN3	0.204308539944904	0.249379859311366	613212	CTXN3	CTXN3	0.204308539944904	0.249379859311366	0.0450713193664626
HIGD1C	-0.746865013774105	-0.979266938171048	613227	HIGD1C	HIGD1C	-0.746865013774105	-0.979266938171048	-0.232401924396943
SERINC4	0.289741046831956	-0.0350157349129952	619189	SERINC4	SERINC4	0.289741046831956	-0.0350157349129952	-0.324756781744951
FAM229B	-0.0392451790633609	-0.130534987041836	619208	FAM229B	FAM229B	-0.0392451790633609	-0.130534987041836	-0.0912898079784754
ZNF704	0.212429752066116	-0.337375046279156	619279	ZNF704	ZNF704	0.212429752066116	-0.337375046279156	-0.549804798345272
MBOAT4	-0.0987801652892562	0.184070714550167	619373	MBOAT4	MBOAT4	-0.0987801652892562	0.184070714550167	0.282850879839423
ZNF674	-0.0984815426997245	-0.547436134764902	641339	ZNF674	ZNF674	-0.0984815426997245	-0.547436134764902	-0.448954592065177
ACOT1	-0.304198347107438	-0.616392077008515	641371	ACOT1	ACOT1	-0.304198347107438	-0.616392077008515	-0.312193729901077
ACOT6	-0.162192837465565	-0.211791928915217	641372	ACOT6	ACOT6	-0.162192837465565	-0.211791928915217	-0.0495990914496519
POTEM	-0.298159779614325	-0.444224361347649	641455	POTEM	POTEM	-0.298159779614325	-0.444224361347649	-0.146064581733324
TMEM91	0.122005509641873	-0.221223620881155	641649	TMEM91	TMEM91	0.122005509641873	-0.221223620881155	-0.343229130523028
HEPN1	-0.0186005509641873	-0.275425768233987	641654	HEPN1	HEPN1	-0.0186005509641873	-0.275425768233987	-0.2568252172698
ECSCR	-0.0751515151515151	-0.241040355423917	641700	ECSCR	ECSCR	-0.0751515151515151	-0.241040355423917	-0.165888840272402
FAM110C	0.23196694214876	-0.514855609033691	642273	FAM110C	FAM110C	0.23196694214876	-0.514855609033691	-0.746822551182452
TRIM64B	-0.310148760330579	-0.426841910403554	642446	TRIM64B	TRIM64B	-0.310148760330579	-0.426841910403554	-0.116693150072976
MROH6	-0.207636363636364	-0.0917947056645687	642475	MROH6	MROH6	-0.207636363636364	-0.0917947056645687	0.115841657971795
AGAP9	-0.508187327823691	-2.20075897815624	642517	AGAP9	AGAP9	-0.508187327823691	-2.20075897815624	-1.69257165033255
MIR205HG	0.174820936639118	-0.425925583117364	642587	MIR205HG	MIR205HG	0.174820936639118	-0.425925583117364	-0.600746519756482
C18orf42	-0.0237972451790634	-0.467586079229915	642597	C18orf42	C18orf42	-0.0237972451790634	-0.467586079229915	-0.443788834050851
TRIM49C	-0.174490358126722	-0.119113291373565	642612	TRIM49C	TRIM49C	-0.174490358126722	-0.119113291373565	0.0553770667531564
UBTFL1	-0.000996220385674931	0.000715559052202888	642623	UBTFL1	UBTFL1	-0.000996220385674931	0.000715559052202888	0.00171177943787782
RAD21L1	-0.0104665564738292	-0.10050907071455	642636	RAD21L1	RAD21L1	-0.0104665564738292	-0.10050907071455	-0.090042514240721
SCX	-0.186005509641873	-0.388420955201777	642658	SCX	SCX	-0.186005509641873	-0.388420955201777	-0.202415445559904
NPIPA3	-0.465575757575758	0.125370233246946	642778	NPIPA3	NPIPA3	-0.465575757575758	0.125370233246946	0.590945990822703
NPIPA2	-0.185245179063361	-0.532358385783043	642799	NPIPA2	NPIPA2	-0.185245179063361	-0.532358385783043	-0.347113206719682
CPSF4L	-0.272132231404959	0.34768604220659	642843	CPSF4L	CPSF4L	-0.272132231404959	0.34768604220659	0.619818273611549
FAM196A	-0.043168044077135	-0.018397815623843	642938	FAM196A	FAM196A	-0.043168044077135	-0.018397815623843	0.024770228453292
FAM163B	0.281057851239669	-0.127841540170307	642968	FAM163B	FAM163B	0.281057851239669	-0.127841540170307	-0.408899391409977
TMEM232	-0.0506214876033058	0.235773787486116	642987	TMEM232	TMEM232	-0.0506214876033058	0.235773787486116	0.286395275089422
SMIM5	-0.245719008264463	-0.72922065901518	643008	SMIM5	SMIM5	-0.245719008264463	-0.72922065901518	-0.483501650750717
C11orf97	-0.0764264462809917	-0.180303591262495	643037	C11orf97	C11orf97	-0.0764264462809917	-0.180303591262495	-0.103877144981504
SMIM15	-0.0118523415977961	-0.0532201036653091	643155	SMIM15	SMIM15	-0.0118523415977961	-0.0532201036653091	-0.041367762067513
FAM25A	-0.700022038567493	-0.889855609033691	643161	FAM25A	FAM25A	-0.700022038567493	-0.889855609033691	-0.189833570466198
GRXCR2	0.0517487603305785	0.115244353942984	643226	GRXCR2	GRXCR2	0.0517487603305785	0.115244353942984	0.0634955936124056
TMEM72	-0.616374655647383	-0.301194002221399	643236	TMEM72	TMEM72	-0.616374655647383	-0.301194002221399	0.315180653425983
MAP1LC3B2	-0.398820936639118	-0.961310625694187	643246	MAP1LC3B2	MAP1LC3B2	-0.398820936639118	-0.961310625694187	-0.562489689055069
CT47B1	0.0409234159779614	-0.283080340614587	643311	CT47B1	CT47B1	0.0409234159779614	-0.283080340614587	-0.324003756592549
KIAA0754	-0.0567592286501377	-0.945298037763791	643314	KIAA0754	KIAA0754	-0.0567592286501377	-0.945298037763791	-0.888538809113654
C15orf62	0.0121597796143251	-0.0304785264716772	643338	C15orf62	C15orf62	0.0121597796143251	-0.0304785264716772	-0.0426383060860022
LINC00452	-0.117498622589532	0.0572843391336542	643365	LINC00452	LINC00452	-0.117498622589532	0.0572843391336542	0.174782961723186
BTBD18	0.075932782369146	-0.471936319881525	643376	BTBD18	BTBD18	0.075932782369146	-0.471936319881525	-0.547869102250671
TMEM253	-0.636760330578512	-0.452582376897445	643382	TMEM253	TMEM253	-0.636760330578512	-0.452582376897445	0.184177953681067
SPINK9	0.310534435261708	0.311467974824139	643394	SPINK9	SPINK9	0.310534435261708	0.311467974824139	0.000933539562431196
LIPK	-0.073401652892562	-0.245251758607923	643414	LIPK	LIPK	-0.073401652892562	-0.245251758607923	-0.171850105715361
LIPN	-0.317289256198347	-0.263689374305813	643418	LIPN	LIPN	-0.317289256198347	-0.263689374305813	0.0535998818925345
RNF224	0.266402203856749	-0.111717882265827	643596	RNF224	RNF224	0.266402203856749	-0.111717882265827	-0.378120086122577
ZNF862	-0.34700826446281	-0.522241762310255	643641	ZNF862	ZNF862	-0.34700826446281	-0.522241762310255	-0.175233497847445
SLC35G6	-0.212088154269972	-0.294798222880415	643664	SLC35G6	SLC35G6	-0.212088154269972	-0.294798222880415	-0.0827100686104422
CCER2	-0.0210865013774105	-0.355155497963717	643669	CCER2	CCER2	-0.0210865013774105	-0.355155497963717	-0.334068996586307
CCDC168	-0.256584022038568	0.419853757867456	643677	CCDC168	CCDC168	-0.256584022038568	0.419853757867456	0.676437779906024
GOLGA8N	-0.557906336088154	-0.91330062939652	643699	GOLGA8N	GOLGA8N	-0.557906336088154	-0.91330062939652	-0.355394293308366
GOLGA6L4	-0.290269972451791	-0.704618659755646	643707	GOLGA6L4	GOLGA6L4	-0.290269972451791	-0.704618659755646	-0.414348687303855
LOC643802	0.237289256198347	-0.186430951499445	643802	LOC643802	LOC643802	0.237289256198347	-0.186430951499445	-0.423720207697792
KRTAP24-1	0.0942280991735537	-0.0905312847093669	643803	KRTAP24-1	KRTAP24-1	0.0942280991735537	-0.0905312847093669	-0.184759383882921
KRTAP27-1	0.108326170798898	0.00272611995557201	643812	KRTAP27-1	KRTAP27-1	0.108326170798898	0.00272611995557201	-0.105600050843326
PGA3	-0.278435261707989	-0.421640133283969	643834	PGA3	PGA3	-0.278435261707989	-0.421640133283969	-0.14320487157598
ZFP62	-0.0563305785123967	0.349685301740096	643836	ZFP62	ZFP62	-0.0563305785123967	0.349685301740096	0.406015880252493
PGA4	-0.65900826446281	-0.543992965568308	643847	PGA4	PGA4	-0.65900826446281	-0.543992965568308	0.115015298894502
TMPPE	-0.270038567493113	0.234274342835987	643853	TMPPE	TMPPE	-0.270038567493113	0.234274342835987	0.5043129103291
CTAGE9	-0.344055096418733	-0.787023324694557	643854	CTAGE9	CTAGE9	-0.344055096418733	-0.787023324694557	-0.442968228275825
CBLN3	0.0255581267217631	-0.704276194002221	643866	CBLN3	CBLN3	0.0255581267217631	-0.704276194002221	-0.729834320723984
RNF222	-0.413355371900826	0.0855701592002962	643904	RNF222	RNF222	-0.413355371900826	0.0855701592002962	0.498925531101123
PRR21	-0.357355371900826	-0.254276194002221	643905	PRR21	PRR21	-0.357355371900826	-0.254276194002221	0.103079177898605
TMEM88B	-0.511228650137741	-0.218594964827842	643965	TMEM88B	TMEM88B	-0.511228650137741	-0.218594964827842	0.2926336853099
C1orf233	-0.239977961432507	-0.321214365049982	643988	C1orf233	C1orf233	-0.239977961432507	-0.321214365049982	-0.0812364036174746
CBWD6	-0.574292011019284	-0.667660125879304	644019	CBWD6	CBWD6	-0.574292011019284	-0.667660125879304	-0.0933681148600202
C18orf63	0.0043737741046832	-0.178998519067012	644041	C18orf63	C18orf63	0.0043737741046832	-0.178998519067012	-0.183372293171695
FAM25C	-0.809146005509642	-1.15975564605702	644054	FAM25C	FAM25C	-0.809146005509642	-1.15975564605702	-0.350609640547374
SDHAF1	-0.228484848484848	-0.300907071455017	644096	SDHAF1	SDHAF1	-0.228484848484848	-0.300907071455017	-0.0724222229701682
ARL14EPL	-0.178831955922865	-0.331025546094039	644100	ARL14EPL	ARL14EPL	-0.178831955922865	-0.331025546094039	-0.152193590171174
PIRT	0.0784617079889807	0.0372871158830063	644139	PIRT	PIRT	0.0784617079889807	0.0372871158830063	-0.0411745921059744
WIPF3	0.139702479338843	-0.3869029988893	644150	WIPF3	WIPF3	0.139702479338843	-0.3869029988893	-0.526605478228143
DRGX	-0.275184573002755	-0.191660496112551	644168	DRGX	DRGX	-0.275184573002755	-0.191660496112551	0.0835240768902039
SYCE3	-0.701851239669422	-0.610329507589782	644186	SYCE3	SYCE3	-0.701851239669422	-0.610329507589782	0.09152173207964
ZCCHC18	-0.00495724517906336	-0.528221029248427	644353	ZCCHC18	ZCCHC18	-0.00495724517906336	-0.528221029248427	-0.523263784069363
DEFB131	-0.0443878787878788	-0.608006293965198	644414	DEFB131	DEFB131	-0.0443878787878788	-0.608006293965198	-0.563618415177319
NKX2-4	-0.455988980716253	-0.353794890781192	644524	NKX2-4	NKX2-4	-0.455988980716253	-0.353794890781192	0.102194089935061
SMIM10	-0.00239316804407714	0.000828443169196594	644538	SMIM10	SMIM10	-0.00239316804407714	0.000828443169196594	0.00322161121327373
PPIAL4G	-0.822920110192838	-0.066068122917438	644591	PPIAL4G	PPIAL4G	-0.822920110192838	-0.066068122917438	0.756851987275399
CLDN25	0.27468870523416	0.31268974453906	644672	CLDN25	CLDN25	0.27468870523416	0.31268974453906	0.0380010393048998
C15orf56	-0.0736936639118457	-0.010846908552388	644809	C15orf56	C15orf56	-0.0736936639118457	-0.010846908552388	0.0628467553594577
FAM83G	-0.263658402203857	-0.191873380229545	644815	FAM83G	FAM83G	-0.263658402203857	-0.191873380229545	0.0717850219743122
PHGR1	0.143768595041322	-0.371714179933358	644844	PHGR1	PHGR1	0.143768595041322	-0.371714179933358	-0.51548277497468
MEIG1	0.0242909090909091	0.115734912995187	644890	MEIG1	MEIG1	0.0242909090909091	0.115734912995187	0.0914440039042779
RASSF10	0.0743173553719008	0.171732691595705	644943	RASSF10	RASSF10	0.0743173553719008	0.171732691595705	0.0974153362238045
ALG1L2	-0.355757575757576	-0.619650129581636	644974	ALG1L2	ALG1L2	-0.355757575757576	-0.619650129581636	-0.263892553824061
SMIM23	-0.0646137741046832	0.270464642724917	644994	SMIM23	SMIM23	-0.0646137741046832	0.270464642724917	0.3350784168296
EVPLL	-0.341520661157025	-1.06303221029248	645027	EVPLL	EVPLL	-0.341520661157025	-1.06303221029248	-0.72151154913546
GAGE2B	0.0177851239669422	-0.287597186227323	645037	GAGE2B	GAGE2B	0.0177851239669422	-0.287597186227323	-0.305382310194265
CLRN2	0.148628099173554	-0.0677702702702703	645104	CLRN2	CLRN2	0.148628099173554	-0.0677702702702703	-0.216398369443824
CCNI2	-0.319757575757576	-0.154239170677527	645121	CCNI2	CCNI2	-0.319757575757576	-0.154239170677527	0.165518405080049
PPIAL4D	-0.113157024793388	-0.36289337282488	645142	PPIAL4D	PPIAL4D	-0.113157024793388	-0.36289337282488	-0.249736348031491
LINGO3	-0.315393939393939	-0.694178082191781	645191	LINGO3	LINGO3	-0.315393939393939	-0.694178082191781	-0.378784142797842
TMEM200C	-0.346512396694215	-0.130386893743058	645369	TMEM200C	TMEM200C	-0.346512396694215	-0.130386893743058	0.216125502951157
USP17L4	-0.0729079889807163	-0.256673454276194	645402	USP17L4	USP17L4	-0.0729079889807163	-0.256673454276194	-0.183765465295478
PRAMEF19	-0.00277146005509642	-0.498287671232877	645414	PRAMEF19	PRAMEF19	-0.00277146005509642	-0.498287671232877	-0.49551621117778
PRAMEF20	-0.390325068870523	-0.185607182524991	645425	PRAMEF20	PRAMEF20	-0.390325068870523	-0.185607182524991	0.204717886345533
TMEM191C	-0.177509641873278	-0.598130322102925	645426	TMEM191C	TMEM191C	-0.177509641873278	-0.598130322102925	-0.420620680229647
ARRDC5	-0.25331129476584	-0.0307784154017031	645432	ARRDC5	ARRDC5	-0.25331129476584	-0.0307784154017031	0.222532879364137
MT1HL1	-0.0583162534435262	-0.217271380970011	645745	MT1HL1	MT1HL1	-0.0583162534435262	-0.217271380970011	-0.158955127526485
CCDC154	-0.248738292011019	-0.328424657534247	645811	CCDC154	CCDC154	-0.248738292011019	-0.328424657534247	-0.0796863655232273
SEBOX	-0.126391184573003	0.0281877082562014	645832	SEBOX	SEBOX	-0.126391184573003	0.0281877082562014	0.154578892829204
USP17L3	-0.358435261707989	-0.248852276934469	645836	USP17L3	USP17L3	-0.358435261707989	-0.248852276934469	0.10958298477352
TMEM14E	-0.195702479338843	-0.866586449463162	645843	TMEM14E	TMEM14E	-0.195702479338843	-0.866586449463162	-0.670883970124319
MAGEB17	0.0567030303030303	0.240957052943354	645864	MAGEB17	MAGEB17	0.0567030303030303	0.240957052943354	0.184254022640324
S100A7L2	0.0423559228650138	-0.293604220659015	645922	S100A7L2	S100A7L2	0.0423559228650138	-0.293604220659015	-0.335960143524029
SPATA31C2	-0.287272727272727	-0.820844131803036	645961	SPATA31C2	SPATA31C2	-0.287272727272727	-0.820844131803036	-0.533571404530309
PABPC1L2B	-0.419559228650138	-1.16799333580156	645974	PABPC1L2B	PABPC1L2B	-0.419559228650138	-1.16799333580156	-0.748434107151417
SLC35G4	-0.000690314049586777	-0.544687152906331	646000	SLC35G4	SLC35G4	-0.000690314049586777	-0.544687152906331	-0.543996838856744
CBY3	-0.247955922865014	-0.397963717141799	646019	CBY3	CBY3	-0.247955922865014	-0.397963717141799	-0.150007794276786
C16orf90	-0.278093663911846	-0.456978896704924	646174	C16orf90	C16orf90	-0.278093663911846	-0.456978896704924	-0.178885232793078
LACTBL1	-0.294358126721763	-0.224888930025916	646262	LACTBL1	LACTBL1	-0.294358126721763	-0.224888930025916	0.0694691966958468
SPINK8	0.00688429752066116	-0.0902878563495002	646424	SPINK8	SPINK8	0.00688429752066116	-0.0902878563495002	-0.0971721538701613
ARIH2OS	0.00847878787878788	-0.344890781192151	646450	ARIH2OS	ARIH2OS	0.00847878787878788	-0.344890781192151	-0.353369569070939
C19orf67	-0.518567493112948	0.0898944835246205	646457	C19orf67	C19orf67	-0.518567493112948	0.0898944835246205	0.608461976637568
FABP9	-0.187371900826446	0.209700111069974	646480	FABP9	FABP9	-0.187371900826446	0.209700111069974	0.39707201189642
FABP12	0.0369035812672176	-0.145094409477971	646486	FABP12	FABP12	0.0369035812672176	-0.145094409477971	-0.181997990745189
C3orf84	-0.238809917355372	-0.0856728989263236	646498	C3orf84	C3orf84	-0.238809917355372	-0.0856728989263236	0.153137018429048
C4orf51	-0.241741046831956	-0.440966308774528	646603	C4orf51	C4orf51	-0.241741046831956	-0.440966308774528	-0.199225261942572
URAD	-0.125509641873278	0.0211236579044798	646625	URAD	URAD	-0.125509641873278	0.0211236579044798	0.146633299777758
LYPD8	-0.164793388429752	0.152767493520918	646627	LYPD8	LYPD8	-0.164793388429752	0.152767493520918	0.31756088195067
SBK2	-0.349002754820937	-1.18317289892632	646643	SBK2	SBK2	-0.349002754820937	-1.18317289892632	-0.834170144105387
SYNDIG1L	0.0716683195592287	-0.353785634950019	646658	SYNDIG1L	SYNDIG1L	0.0716683195592287	-0.353785634950019	-0.425453954509247
TRIM64C	-0.930710743801653	-0.527323213624583	646754	TRIM64C	TRIM64C	-0.930710743801653	-0.527323213624583	0.40338753017707
ZAR1L	-0.0321531680440771	0.225333209922251	646799	ZAR1L	ZAR1L	-0.0321531680440771	0.225333209922251	0.257486377966328
SETSIP	0.104932231404959	0.104998148833765	646817	SETSIP	SETSIP	0.104932231404959	0.104998148833765	6.59174288065723e-05
FAM227A	-0.334181818181818	-0.160125879303961	646851	FAM227A	FAM227A	-0.334181818181818	-0.160125879303961	0.174055938877857
RNF225	-0.306600550964187	-0.0464596445760829	646862	RNF225	RNF225	-0.306600550964187	-0.0464596445760829	0.260140906388104
SH2D7	0.0517355371900826	-0.155479452054795	646892	SH2D7	SH2D7	0.0517355371900826	-0.155479452054795	-0.207214989244877
ZNF806	-0.0154898071625344	-0.614938911514254	646915	ZNF806	ZNF806	-0.0154898071625344	-0.614938911514254	-0.599449104351719
PRSS56	-0.38502479338843	-0.443881895594224	646960	PRSS56	PRSS56	-0.38502479338843	-0.443881895594224	-0.0588571022057946
HRCT1	0.110964187327824	-0.0487671232876712	646962	HRCT1	HRCT1	0.110964187327824	-0.0487671232876712	-0.159731310615495
C6orf132	-0.09227217630854	0.0450166604961125	647024	C6orf132	C6orf132	-0.09227217630854	0.0450166604961125	0.137288836804653
GOLGA6L10	-0.638457300275482	-1.64744539059608	647042	GOLGA6L10	GOLGA6L10	-0.638457300275482	-1.64744539059608	-1.00898809032059
SPATA31A1	-0.539724517906336	-0.755914476119956	647060	SPATA31A1	SPATA31A1	-0.539724517906336	-0.755914476119956	-0.216189958213619
C7orf73	0.110710743801653	0.065373935579415	647087	C7orf73	C7orf73	0.110710743801653	0.065373935579415	-0.0453368082222379
SRGAP2B	-0.205388429752066	-0.573463532025176	647135	SRGAP2B	SRGAP2B	-0.205388429752066	-0.573463532025176	-0.36807510227311
SERPINE3	-0.0271349862258953	-0.163883746760459	647174	SERPINE3	SERPINE3	-0.0271349862258953	-0.163883746760459	-0.136748760534564
ASCL5	-0.170159779614325	-0.876638282117734	647219	ASCL5	ASCL5	-0.170159779614325	-0.876638282117734	-0.706478502503409
RD3L	0.098396694214876	-0.256812291743799	647286	RD3L	RD3L	0.098396694214876	-0.256812291743799	-0.355208985958675
GMNC	0.120650137741047	-0.443372824879674	647309	GMNC	GMNC	0.120650137741047	-0.443372824879674	-0.564022962620721
TEX22	0.0575217630853994	-0.00965845982969271	647310	TEX22	TEX22	0.0575217630853994	-0.00965845982969271	-0.0671802229150922
ANHX	-0.13302479338843	-1.09505738615328	647589	ANHX	ANHX	-0.13302479338843	-1.09505738615328	-0.962032592764847
