id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
C15orf32	4	0.87122	0.87084	1.0	16338	0	0.083558	0.43069	0.59543	0.999997	11059	2	0.083558
RNF181	4	0.87124	0.87086	1.0	16339	0	0.55407	0.11523	0.24926	0.996875	4762	2	0.55407
ATP8B1	4	0.87125	0.87087	1.0	16340	0	0.81194	0.031529	0.096154	0.928293	1973	3	0.81194
HELQ	4	0.87127	0.87087	1.0	16341	0	0.65681	0.15101	0.30624	0.999997	5788	3	0.65681
ATP13A1	4	0.8713	0.87091	1.0	16342	0	0.6431	0.12853	0.27081	0.999997	5140	2	0.6431
C14orf80	4	0.87132	0.87094	1.0	16343	0	1.0716	0.031997	0.097373	0.933635	1988	3	1.0716
NRG1	4	0.87135	0.87096	1.0	16344	0	0.059413	0.70631	0.78283	0.999997	14581	1	0.059413
LBHD1	4	0.87138	0.87098	1.0	16345	0	0.86429	0.12284	0.26163	0.999997	4980	3	0.86429
PDCD1	3	0.8714	0.87151	1.0	16346	0	0.40671	0.32122	0.4659	0.999997	9372	2	0.40671
H2AFY2	4	0.87151	0.87113	1.0	16347	0	0.17497	0.5552	0.70096	0.999997	13018	2	0.17497
SCGB2A2	4	0.87153	0.87115	1.0	16348	0	0.2082	0.57099	0.71455	0.999997	13297	2	0.2082
COPS7B	4	0.87181	0.87143	1.0	16349	0	0.03591	0.44379	0.60637	0.999997	11250	2	0.03591
CABLES1	4	0.87208	0.8717	1.0	16350	0	0.73245	0.049834	0.13694	0.966756	2706	3	0.73245
AGER	4	0.87216	0.87179	1.0	16351	0	1.1895	0.0079136	0.027001	0.839478	607	3	1.1895
SLC13A1	4	0.87222	0.87184	1.0	16352	0	0.42616	0.35086	0.52848	0.999997	9833	2	0.42616
POR	4	0.87224	0.87186	1.0	16353	0	0.21855	0.098429	0.22152	0.993441	4254	2	0.21855
TTC32	4	0.8723	0.87191	1.0	16354	0	-0.2003	0.86951	0.87387	0.999997	16369	1	-0.2003
ZNF135	4	0.87233	0.87195	1.0	16355	0	0.56444	0.093339	0.21302	0.991647	4101	3	0.56444
CDKN2AIP	4	0.87234	0.87195	1.0	16356	0	0.16684	0.49417	0.64877	0.999997	12040	2	0.16684
IGBP1	4	0.87237	0.87198	1.0	16357	0	0.19264	0.041732	0.12223	0.953069	2437	2	0.19264
HTR1F	4	0.87241	0.87201	1.0	16358	0	0.32122	0.20644	0.38964	0.999997	7316	2	0.32122
SEC24C	4	0.87246	0.87206	1.0	16359	0	0.41206	0.45392	0.61493	0.999997	11397	2	0.41206
SCML1	4	0.8725	0.87209	1.0	16360	0	0.52172	0.015527	0.050602	0.881805	1092	3	0.52172
CHD6	4	0.87257	0.87217	1.0	16361	0	0.22014	0.10441	0.23146	0.994942	4438	2	0.22014
FCN3	4	0.87258	0.87218	1.0	16362	0	0.22873	0.43525	0.59922	0.999997	11126	2	0.22873
PDK3	4	0.87262	0.87222	1.0	16363	0	0.23754	0.12108	0.25875	0.999997	4928	2	0.23754
PPL	4	0.87273	0.87234	1.0	16364	0	0.21799	0.39252	0.5633	0.999997	10484	2	0.21799
TEKT5	4	0.87302	0.87261	1.0	16365	0	0.29773	0.34831	0.52633	0.999997	9792	2	0.29773
SNAP25	4	0.87317	0.87276	1.0	16366	0	0.17764	0.48008	0.63695	0.999997	11807	2	0.17764
HHEX	4	0.87324	0.87283	1.0	16367	0	0.37557	0.18403	0.35652	0.999997	6696	3	0.37557
LARGE	4	0.87328	0.87287	1.0	16368	0	0.46623	0.11768	0.25321	0.996875	4847	2	0.46623
OR4F4	4	0.87335	0.87294	1.0	16369	0	0.97235	0.10957	0.24003	0.996091	4595	3	0.97235
SLC13A3	4	0.8734	0.87299	1.0	16370	0	0.50542	0.14542	0.29758	0.999997	5634	3	0.50542
TPD52	4	0.87341	0.87301	1.0	16371	0	0.51573	0.079589	0.1896	0.988494	3657	3	0.51573
FAM216A	4	0.87342	0.87301	1.0	16372	0	-0.11778	0.94208	0.94201	0.999997	17746	0	-0.11778
MARCKS	4	0.8735	0.87309	1.0	16373	0	1.3492	0.0044666	0.015681	0.799485	371	2	1.3492
GYS2	4	0.87358	0.87316	1.0	16374	0	0.86574	0.021766	0.068975	0.9063	1451	2	0.86574
NUB1	4	0.8736	0.87318	1.0	16375	0	0.65393	0.063569	0.16154	0.975167	3163	2	0.65393
ART3	4	0.87368	0.87326	1.0	16376	0	0.94846	0.012349	0.040836	0.864547	900	3	0.94846
EPGN	4	0.87373	0.8733	1.0	16377	0	0.64752	0.064334	0.16293	0.975167	3186	3	0.64752
ZNF337	4	0.87378	0.87336	1.0	16378	0	0.99608	0.025725	0.080221	0.912485	1667	3	0.99608
MB21D2	4	0.87382	0.87339	1.0	16379	0	0.81891	0.076794	0.18475	0.987389	3572	3	0.81891
ACRV1	4	0.87389	0.87346	1.0	16380	0	0.67743	0.024253	0.076109	0.912485	1579	3	0.67743
OR11G2	4	0.87394	0.87351	1.0	16381	0	0.36924	0.21311	0.39939	0.999997	7510	2	0.36924
CYP4F3	4	0.87395	0.87352	1.0	16382	0	0.7931	0.1023	0.22798	0.994859	4367	3	0.7931
APEX2	4	0.87396	0.87352	1.0	16383	0	0.48035	0.034335	0.10376	0.942054	2099	2	0.48035
PRSS50	4	0.87399	0.87356	1.0	16384	0	1.5642	0.0098508	0.03312	0.843921	744	3	1.5642
C11orf71	4	0.87403	0.87359	1.0	16385	0	0.41982	0.1746	0.34235	0.999997	6439	2	0.41982
POLR3G	4	0.87404	0.8736	1.0	16386	0	-0.0089048	0.81702	0.83823	0.999997	15656	1	-0.0089048
RBX1	4	0.87405	0.87361	1.0	16387	0	1.3193	0.08749	0.20303	0.989486	3897	3	1.3193
NUP210L	4	0.87406	0.87363	1.0	16388	0	0.49928	0.073122	0.17838	0.980971	3472	3	0.49928
HIST1H4I	4	0.87407	0.87364	1.0	16389	0	0.46331	0.32774	0.50918	0.999997	9482	2	0.46331
GSDMD	4	0.87423	0.87381	1.0	16390	0	0.41864	0.12401	0.26352	0.999997	5010	3	0.41864
CPEB3	4	0.87428	0.87385	1.0	16391	0	0.72566	0.043574	0.12563	0.953382	2516	3	0.72566
MED12L	4	0.87435	0.87393	1.0	16392	0	0.75223	0.067929	0.16925	0.97762	3294	2	0.75223
XRCC6BP1	4	0.87437	0.87394	1.0	16393	0	0.29653	0.18088	0.3518	0.999997	6621	3	0.29653
IFT140	4	0.87453	0.87409	1.0	16394	0	0.83817	0.02458	0.077	0.912485	1600	3	0.83817
GEMIN4	4	0.87458	0.87415	1.0	16395	0	1.0251	0.048593	0.13464	0.963569	2668	3	1.0251
CBLC	4	0.87461	0.87417	1.0	16396	0	0.086362	0.79742	0.82691	0.999997	15436	1	0.086362
COX5A	4	0.87465	0.87422	1.0	16397	0	0.50591	0.18029	0.35092	0.999997	6602	3	0.50591
THEM4	4	0.87466	0.87422	1.0	16398	0	0.21653	0.23019	0.42382	0.999997	7916	2	0.21653
GDPGP1	4	0.87471	0.87427	1.0	16399	0	0.25232	0.43882	0.60219	0.999997	11173	2	0.25232
INPP4A	4	0.8748	0.87435	1.0	16400	0	0.85121	0.022077	0.069846	0.910476	1463	3	0.85121
ACAP1	4	0.87489	0.87444	1.0	16401	0	0.25667	0.44387	0.60644	0.999997	11253	2	0.25667
FAM208A	4	0.87491	0.87447	1.0	16402	0	0.030939	0.41134	0.57914	0.999997	10751	1	0.030939
PSG3	4	0.87494	0.8745	1.0	16403	0	0.24431	0.29029	0.4783	0.999997	8896	2	0.24431
RPS6KB2	4	0.87498	0.87453	1.0	16404	0	0.044779	0.68975	0.77602	0.999997	14448	1	0.044779
FAM188A	4	0.87509	0.87464	1.0	16405	0	0.14344	0.68677	0.7748	0.999997	14416	1	0.14344
ANGPTL1	4	0.87527	0.87482	1.0	16406	0	0.64641	0.19217	0.36865	0.999997	6907	3	0.64641
RGS12	4	0.87531	0.87488	1.0	16407	0	0.90532	0.041655	0.12209	0.953069	2434	3	0.90532
APITD1	4	0.87534	0.87489	1.0	16408	0	0.15386	0.49945	0.65322	0.999997	12137	2	0.15386
NDUFV1	4	0.87536	0.87491	1.0	16409	0	0.30236	0.40612	0.57473	0.999997	10671	2	0.30236
ZFP36L2	4	0.87537	0.87493	1.0	16410	0	0.58221	0.15067	0.3057	0.999997	5780	3	0.58221
GRXCR1	4	0.87551	0.87506	1.0	16411	0	0.31381	0.431	0.59572	0.999997	11062	2	0.31381
OR5M10	4	0.87552	0.87507	1.0	16412	0	0.84724	0.049751	0.13678	0.966384	2704	3	0.84724
TNN	4	0.87555	0.87511	1.0	16413	0	0.4569	0.20616	0.3892	0.999997	7311	3	0.4569
ADGRE5	4	0.87562	0.87518	1.0	16414	0	1.1902	0.037256	0.11154	0.946517	2246	3	1.1902
LRRC61	4	0.8757	0.87526	1.0	16415	0	0.46398	0.25849	0.45222	0.999997	8436	2	0.46398
OR56A1	4	0.87576	0.87532	1.0	16416	0	0.36103	0.0066917	0.023069	0.828808	528	2	0.36103
CINP	4	0.87591	0.87547	1.0	16417	0	0.67309	0.17916	0.34923	0.999997	6568	3	0.67309
MSANTD2	4	0.87593	0.87549	1.0	16418	0	0.34557	0.39595	0.56619	0.999997	10533	2	0.34557
CLCA1	4	0.87598	0.87554	1.0	16419	0	0.97068	0.018802	0.060349	0.900885	1270	3	0.97068
AK5	4	0.87603	0.87559	1.0	16420	0	-0.0032453	0.59353	0.73417	0.999997	13664	1	-0.0032453
GSK3A	4	0.87608	0.87563	1.0	16421	0	1.3104	0.063024	0.16056	0.973576	3147	3	1.3104
ECE2	4	0.87625	0.87581	1.0	16422	0	1.0976	0.0096009	0.032296	0.843921	725	3	1.0976
GUCY1A3	4	0.87628	0.87584	1.0	16423	0	-0.085158	0.23575	0.43168	0.999997	8072	1	-0.085158
MIPEP	4	0.87629	0.87585	1.0	16424	0	0.60273	0.15714	0.31575	0.999997	5942	2	0.60273
PRRG1	4	0.8763	0.87586	1.0	16425	0	0.3939	0.21238	0.39834	0.999997	7489	3	0.3939
EIF5AL1	4	0.87636	0.87593	1.0	16426	0	0.00067902	0.74737	0.80125	0.999997	14917	1	0.00067902
UBL7	4	0.87639	0.87595	1.0	16427	0	0.73737	0.042376	0.12339	0.953069	2463	3	0.73737
LIMCH1	4	0.8764	0.87596	1.0	16428	0	0.76646	0.098092	0.22098	0.993441	4241	3	0.76646
DHX40	4	0.87657	0.87613	1.0	16429	0	0.86448	0.13085	0.27448	0.999997	5211	3	0.86448
ISG15	4	0.87663	0.87619	1.0	16430	0	0.26454	0.39533	0.5657	0.999997	10518	2	0.26454
NDUFA4	4	0.87665	0.8762	1.0	16431	0	1.3283	0.084836	0.19856	0.989486	3821	3	1.3283
FAM19A2	4	0.87666	0.8762	1.0	16432	0	0.47979	0.26023	0.45361	0.999997	8458	2	0.47979
MTERF2	4	0.87667	0.87622	1.0	16433	0	1.1488	0.019923	0.063638	0.900885	1340	3	1.1488
EEF1E1	4	0.87672	0.87628	1.0	16434	0	0.44125	0.35572	0.53247	0.999997	9919	2	0.44125
CBL	4	0.87673	0.87629	1.0	16435	0	1.7095	0.0033675	0.011957	0.74198	308	3	1.7095
CLHC1	4	0.87674	0.8763	1.0	16436	0	0.31672	0.21743	0.4056	0.999997	7615	3	0.31672
RPA2	4	0.87679	0.87634	1.0	16437	0	0.82582	0.40596	0.57459	0.999997	10668	2	0.82582
DALRD3	4	0.8768	0.87635	1.0	16438	0	0.30824	0.017881	0.057636	0.900885	1214	2	0.30824
HERPUD2	4	0.87682	0.87638	1.0	16439	0	-0.038423	0.81745	0.83847	0.999997	15665	1	-0.038423
MAML2	4	0.87687	0.87643	1.0	16440	0	-0.045899	0.084352	0.19775	0.989486	3805	1	-0.045899
RAB38	4	0.87688	0.87644	1.0	16441	0	1.0404	0.071041	0.17476	0.978679	3411	3	1.0404
LTA	4	0.87698	0.87655	1.0	16442	0	0.25963	0.42511	0.59069	0.999997	10983	2	0.25963
OR10G9	4	0.8771	0.87666	1.0	16443	0	1.1013	0.011846	0.039298	0.858393	874	3	1.1013
MUC7	4	0.87712	0.87668	1.0	16444	0	0.086854	0.84706	0.85734	0.999997	16025	1	0.086854
POFUT1	4	0.87717	0.87673	1.0	16445	0	0.31361	0.23376	0.42884	0.999997	8014	3	0.31361
LACTBL1	4	0.8773	0.87687	1.0	16446	0	0.18177	0.35395	0.53103	0.999997	9888	2	0.18177
ST3GAL4	4	0.87733	0.8769	1.0	16447	0	0.43557	0.0052993	0.018505	0.823872	424	2	0.43557
GNRHR	4	0.87737	0.87694	1.0	16448	0	0.69201	0.21529	0.40256	0.999997	7572	3	0.69201
EOGT	4	0.87739	0.87696	1.0	16449	0	0.18211	0.5536	0.69958	0.999997	12988	2	0.18211
USP20	4	0.87748	0.87705	1.0	16450	0	0.69538	0.068013	0.16939	0.97762	3301	2	0.69538
C1RL	4	0.87749	0.87706	1.0	16451	0	0.79531	0.046812	0.13145	0.95712	2622	3	0.79531
CGA	4	0.8776	0.87715	1.0	16452	0	0.44862	0.1059	0.23401	0.995781	4479	3	0.44862
ARL1	4	0.87761	0.87716	1.0	16453	0	0.94677	0.079143	0.18884	0.988494	3644	3	0.94677
PIAS4	4	0.87773	0.87729	1.0	16454	0	0.061789	0.1131	0.24585	0.996875	4693	2	0.061789
RXFP3	4	0.87778	0.87734	1.0	16455	0	0.57556	0.11434	0.24783	0.996875	4736	3	0.57556
SLC22A5	4	0.87799	0.87755	1.0	16456	0	0.46322	0.11352	0.24651	0.996875	4707	3	0.46322
AQP1	4	0.878	0.87756	1.0	16457	0	0.65166	0.076878	0.18488	0.987389	3575	3	0.65166
NT5M	4	0.87812	0.87767	1.0	16458	0	0.51879	0.10446	0.23154	0.994942	4441	3	0.51879
ZSCAN25	4	0.87816	0.87772	1.0	16459	0	0.39167	0.10168	0.22696	0.994693	4354	2	0.39167
PLK4	4	0.87819	0.87775	1.0	16460	0	0.73415	0.017318	0.05602	0.900885	1176	2	0.73415
TNFRSF21	4	0.87821	0.87777	1.0	16461	0	0.035828	0.24347	0.43988	0.999997	8223	1	0.035828
TMEM184A	4	0.87822	0.87778	1.0	16462	0	0.074742	0.90079	0.90059	0.999997	16911	1	0.074742
GALNT6	4	0.87833	0.8779	1.0	16463	0	0.085377	0.75688	0.80585	0.999997	15006	1	0.085377
HIST2H3C	4	0.87835	0.87792	1.0	16464	0	0.025553	0.74785	0.80148	0.999997	14922	1	0.025553
TNS2	4	0.87836	0.87794	1.0	16465	0	0.60521	0.15739	0.31612	0.999997	5951	3	0.60521
PNMA3	4	0.87838	0.87795	1.0	16466	0	0.10395	0.23308	0.42787	0.999997	7998	2	0.10395
ADGRE2	4	0.87847	0.87804	1.0	16467	0	0.16596	0.45514	0.61599	0.999997	11414	2	0.16596
ALS2CL	4	0.87849	0.87806	1.0	16468	0	-0.08427	0.11116	0.24264	0.996875	4640	1	-0.08427
C5orf42	4	0.87851	0.87808	1.0	16469	0	0.54095	0.10748	0.23658	0.995936	4523	2	0.54095
INSM1	4	0.87852	0.87808	1.0	16470	0	0.38376	0.11702	0.25216	0.996875	4822	3	0.38376
NISCH	4	0.87854	0.8781	1.0	16471	0	-0.17348	0.90241	0.90214	0.999997	16943	1	-0.17348
EDEM2	4	0.87857	0.87813	1.0	16472	0	0.77923	0.10016	0.22443	0.994417	4303	3	0.77923
RALY	4	0.87861	0.87817	1.0	16473	0	1.0742	0.064577	0.16338	0.975167	3198	3	1.0742
NEFH	4	0.87866	0.87822	1.0	16474	0	0.13312	0.41837	0.58502	0.999997	10865	2	0.13312
GJC3	4	0.8787	0.87826	1.0	16475	0	0.45641	0.17576	0.34417	0.999997	6466	3	0.45641
MOXD1	4	0.87871	0.87827	1.0	16476	0	0.24446	0.1771	0.34614	0.999997	6503	2	0.24446
ADGRG1	4	0.87879	0.87834	1.0	16477	0	0.29968	0.49596	0.6503	0.999997	12074	2	0.29968
CNKSR1	4	0.87883	0.87839	1.0	16478	0	-0.00078665	0.84061	0.85294	0.999997	15944	1	-0.00078665
LOC101928436	4	0.87885	0.87841	1.0	16479	0	0.043356	0.49881	0.65268	0.999997	12125	2	0.043356
LY6G6D	4	0.87893	0.87848	1.0	16480	0	0.40137	0.14653	0.2993	0.999997	5670	2	0.40137
C10orf71	4	0.87897	0.87852	1.0	16481	0	0.03677	0.38158	0.55416	0.999997	10317	1	0.03677
CBR4	4	0.87899	0.87854	1.0	16482	0	0.36304	0.31059	0.49499	0.999997	9211	2	0.36304
ZMAT5	4	0.87901	0.87856	1.0	16483	0	0.62828	0.12278	0.26151	0.999997	4978	3	0.62828
CYP27C1	4	0.87902	0.87857	1.0	16484	0	0.48462	0.13463	0.28057	0.999997	5328	3	0.48462
FAM155A	4	0.87909	0.87862	1.0	16485	0	0.64741	0.03159	0.096306	0.928293	1976	2	0.64741
TAS1R2	4	0.87917	0.8787	1.0	16486	0	0.42022	0.28984	0.47792	0.999997	8891	2	0.42022
PLA2G12A	4	0.87921	0.87875	1.0	16487	0	0.22444	0.41291	0.58044	0.999997	10775	2	0.22444
RGPD6	4	0.87922	0.87876	1.0	16488	0	0.41503	0.33047	0.51147	0.999997	9526	2	0.41503
KDM4D	4	0.87926	0.87879	1.0	16489	0	0.19203	0.28366	0.47284	0.999997	8799	1	0.19203
SPR	4	0.87931	0.87885	1.0	16490	0	0.53905	0.1076	0.23677	0.995936	4532	2	0.53905
CRYBA2	4	0.87944	0.87897	1.0	16491	0	-0.020284	0.44121	0.60423	0.999997	11211	1	-0.020284
CDX2	4	0.87947	0.879	1.0	16492	0	0.23045	0.46267	0.62227	0.999997	11528	2	0.23045
AMIGO1	4	0.87948	0.87901	1.0	16493	0	0.24405	0.20344	0.38519	0.999997	7223	2	0.24405
ZBTB4	4	0.87951	0.87903	1.0	16494	0	0.075889	0.5279	0.67737	0.999997	12549	2	0.075889
LSMEM2	4	0.87955	0.87909	1.0	16495	0	-0.0078901	0.24486	0.44101	0.999997	8243	1	-0.0078901
GRAMD1A	4	0.87958	0.87912	1.0	16496	0	0.14041	0.51368	0.66519	0.999997	12336	2	0.14041
SOCS4	4	0.87981	0.87934	1.0	16497	0	0.57572	0.20851	0.39263	0.999997	7376	2	0.57572
FBXL15	4	0.87982	0.87935	1.0	16498	0	0.59746	0.011887	0.039409	0.859376	875	3	0.59746
CCL2	4	0.87985	0.87938	1.0	16499	0	0.50929	0.214	0.40068	0.999997	7532	2	0.50929
SLC46A2	4	0.87986	0.8794	1.0	16500	0	-0.13079	0.95472	0.95458	0.999997	18035	0	-0.13079
PARP1	4	0.88002	0.87954	1.0	16501	0	-0.059602	0.45271	0.61389	0.999997	11383	1	-0.059602
ID2	4	0.88003	0.87955	1.0	16502	0	-0.026229	0.25749	0.45139	0.999997	8420	1	-0.026229
PROX1	4	0.88008	0.87961	1.0	16503	0	0.11524	0.88885	0.88974	0.999997	16691	1	0.11524
FBXW9	4	0.88018	0.8797	1.0	16504	0	0.10729	0.31324	0.49723	0.999997	9253	2	0.10729
CFAP36	4	0.8802	0.87973	1.0	16505	0	0.49778	0.12216	0.26051	0.999997	4958	3	0.49778
PATZ1	4	0.8804	0.87993	1.0	16506	0	0.57409	0.11506	0.24896	0.996875	4759	2	0.57409
RBBP7	4	0.88042	0.87995	1.0	16507	0	0.16973	0.50807	0.66048	0.999997	12246	2	0.16973
TIAM1	4	0.88045	0.87998	1.0	16508	0	0.40649	0.10369	0.23028	0.994859	4412	3	0.40649
ADRM1	4	0.88046	0.87999	1.0	16509	0	1.0091	0.038917	0.1159	0.949466	2327	2	1.0091
WNT10B	4	0.88047	0.88	1.0	16510	0	0.99305	0.068977	0.17111	0.97762	3336	3	0.99305
OR7A5	4	0.88052	0.88005	1.0	16511	0	-0.0081366	0.90355	0.90328	0.999997	16963	1	-0.0081366
SARM1	4	0.88065	0.88018	1.0	16512	0	0.75891	0.16656	0.3301	0.999997	6214	3	0.75891
CNTNAP5	4	0.88066	0.88018	1.0	16513	0	0.72344	0.10763	0.23683	0.995936	4534	3	0.72344
PLN	4	0.88071	0.88023	1.0	16514	0	0.11465	0.16522	0.32809	0.999997	6177	2	0.11465
UCKL1	4	0.88072	0.88024	1.0	16515	0	0.42497	0.19391	0.37116	0.999997	6966	3	0.42497
TRAPPC8	4	0.88073	0.88025	1.0	16516	0	0.32005	0.21371	0.40027	0.999997	7522	2	0.32005
IFT57	4	0.88074	0.88026	1.0	16517	0	0.31116	0.29864	0.48505	0.999997	9037	2	0.31116
RNF222	4	0.8808	0.8803	1.0	16518	0	0.59231	0.028772	0.088571	0.92348	1827	2	0.59231
TRIT1	4	0.88085	0.88036	1.0	16519	0	0.46937	0.25522	0.44954	0.999997	8385	2	0.46937
MRPL53	4	0.881	0.88052	1.0	16520	0	0.3888	0.1826	0.35438	0.999997	6666	3	0.3888
PIWIL2	4	0.88103	0.88055	1.0	16521	0	0.76548	0.079399	0.18928	0.988494	3655	3	0.76548
STAT3	4	0.88114	0.88066	1.0	16522	0	1.0691	0.043436	0.12536	0.953069	2512	3	1.0691
YY1AP1	4	0.88116	0.88069	1.0	16523	0	0.29171	0.38727	0.5589	0.999997	10401	2	0.29171
GADD45GIP1	4	0.88126	0.88079	1.0	16524	0	0.45039	0.52186	0.67222	0.999997	12467	2	0.45039
PGAP1	4	0.88127	0.8808	1.0	16525	0	0.77582	0.080104	0.19044	0.988494	3672	3	0.77582
PLRG1	4	0.88128	0.8808	1.0	16526	0	0.88482	0.068196	0.16972	0.97762	3311	3	0.88482
ZNF84	4	0.88129	0.88082	1.0	16527	0	0.86518	0.024143	0.0758	0.912485	1568	3	0.86518
METTL20	4	0.88134	0.88087	1.0	16528	0	0.15576	0.53546	0.68384	0.999997	12687	2	0.15576
NFATC2IP	4	0.88147	0.88101	1.0	16529	0	0.9289	0.12156	0.25953	0.999997	4943	3	0.9289
GPR75-ASB3	4	0.88149	0.88103	1.0	16530	0	0.10168	0.90078	0.90058	0.999997	16910	1	0.10168
DEGS1	4	0.88171	0.88127	1.0	16531	0	-0.11109	0.74659	0.80087	0.999997	14909	1	-0.11109
MAMDC2	4	0.88174	0.8813	1.0	16532	0	0.27778	0.20572	0.38853	0.999997	7293	3	0.27778
OBSL1	4	0.88177	0.88133	1.0	16533	0	0.29529	0.32325	0.50543	0.999997	9404	2	0.29529
CEP152	4	0.88184	0.88141	1.0	16534	0	0.77381	0.050452	0.13806	0.968684	2723	3	0.77381
CRTAP	4	0.88189	0.88145	1.0	16535	0	0.76641	0.085593	0.19985	0.989486	3841	3	0.76641
LIFR	4	0.88205	0.88159	1.0	16536	0	0.8882	0.035612	0.10713	0.946517	2154	3	0.8882
RNF121	4	0.88207	0.88161	1.0	16537	0	0.22528	0.48932	0.64474	0.999997	11972	2	0.22528
DISC1	4	0.88209	0.88163	1.0	16538	0	-0.0016368	0.88323	0.88485	0.999997	16584	1	-0.0016368
SGSM1	4	0.88227	0.88181	1.0	16539	0	0.52558	0.14964	0.30411	0.999997	5752	3	0.52558
NEUROG3	4	0.88228	0.88182	1.0	16540	0	1.1181	0.11889	0.25517	0.998388	4878	3	1.1181
GIPC2	4	0.8823	0.88185	1.0	16541	0	0.19124	0.33901	0.51856	0.999997	9655	2	0.19124
ISM1	4	0.88244	0.882	1.0	16542	0	0.64538	0.037171	0.11131	0.946517	2240	3	0.64538
CLIP3	4	0.88251	0.88207	1.0	16543	0	0.33322	0.26465	0.45723	0.999997	8525	2	0.33322
ZCCHC17	4	0.88252	0.88208	1.0	16544	0	1.0373	0.030884	0.094317	0.928293	1929	3	1.0373
FAM214B	4	0.88254	0.88211	1.0	16545	0	-0.018898	0.88783	0.88887	0.999997	16668	1	-0.018898
MR1	4	0.88267	0.88223	1.0	16546	0	0.76637	0.046356	0.13065	0.95712	2604	3	0.76637
C11orf49	4	0.8827	0.88226	1.0	16547	0	0.78007	0.08877	0.20527	0.989486	3952	3	0.78007
GEMIN2	4	0.88271	0.88228	1.0	16548	0	0.28357	0.60014	0.73987	0.999997	13771	2	0.28357
ZNF106	4	0.88272	0.88228	1.0	16549	0	1.2545	0.0054553	0.019022	0.823872	434	3	1.2545
ALOX5AP	4	0.88274	0.88231	1.0	16550	0	0.4515	0.091859	0.21055	0.990892	4056	3	0.4515
OR52H1	4	0.88278	0.88236	1.0	16551	0	0.77693	0.034999	0.1055	0.945965	2126	3	0.77693
ZNF90	4	0.88279	0.88236	1.0	16552	0	0.55518	0.088935	0.20554	0.989486	3957	2	0.55518
ZFHX4	4	0.88282	0.88239	1.0	16553	0	0.4212	0.21298	0.39919	0.999997	7507	2	0.4212
SRGAP3	4	0.88288	0.88246	1.0	16554	0	0.62247	0.20399	0.38598	0.999997	7242	3	0.62247
HSD17B4	4	0.88291	0.88249	1.0	16555	0	0.97846	0.038617	0.11512	0.949466	2303	3	0.97846
KAT5	4	0.88295	0.88253	1.0	16556	0	0.19693	0.25272	0.44747	0.999997	8344	1	0.19693
PRR18	4	0.88297	0.88255	1.0	16557	0	0.0040796	0.71488	0.78642	0.999997	14649	1	0.0040796
ATG4A	4	0.88302	0.88259	1.0	16558	0	0.2416	0.57621	0.71909	0.999997	13378	2	0.2416
PARD3B	4	0.88312	0.8827	1.0	16559	0	0.72347	0.061808	0.15841	0.973576	3105	2	0.72347
ZFR	4	0.88324	0.88281	1.0	16560	0	0.47485	0.018391	0.059156	0.900885	1246	3	0.47485
TLR10	4	0.88329	0.88286	1.0	16561	0	0.85185	0.064505	0.16324	0.975167	3194	3	0.85185
NRTN	3	0.88331	0.88338	1.0	16562	0	0.67314	0.19607	0.32569	0.999997	7032	2	0.67314
HHLA1	4	0.88331	0.88288	1.0	16563	0	1.0087	0.012748	0.042051	0.871654	919	3	1.0087
PDLIM5	4	0.88332	0.88289	1.0	16564	0	0.68832	0.0094302	0.031784	0.843921	713	3	0.68832
SPATA2	4	0.88333	0.8829	1.0	16565	0	0.60995	0.062533	0.1597	0.973576	3131	3	0.60995
PREX1	4	0.88337	0.88295	1.0	16566	0	0.27217	0.47972	0.63664	0.999997	11799	2	0.27217
YIF1B	4	0.88339	0.88297	1.0	16567	0	0.82492	0.17891	0.34886	0.999997	6558	3	0.82492
CEBPD	4	0.88343	0.88301	1.0	16568	0	0.16223	0.50001	0.6537	0.999997	12145	2	0.16223
FAM53A	4	0.88347	0.88305	1.0	16569	0	0.45088	0.099801	0.22387	0.994417	4290	3	0.45088
BLNK	4	0.88355	0.88312	1.0	16570	0	0.47801	0.018596	0.059777	0.900885	1257	2	0.47801
ZSCAN10	4	0.88358	0.88315	1.0	16571	0	0.37643	0.2177	0.40596	0.999997	7623	3	0.37643
YAF2	4	0.88359	0.88316	1.0	16572	0	0.013289	0.89946	0.8994	0.999997	16891	1	0.013289
SUPT5H	4	0.8836	0.88317	1.0	16573	0	1.6219	0.013614	0.044718	0.872054	974	3	1.6219
C6orf165	4	0.88366	0.88323	1.0	16574	0	-0.11737	0.52063	0.67116	0.999997	12445	1	-0.11737
RCC2	4	0.88371	0.88328	1.0	16575	0	0.0057569	0.9058	0.90551	0.999997	17014	1	0.0057569
ARHGAP30	4	0.88374	0.88331	1.0	16576	0	0.60452	0.10106	0.22595	0.994417	4330	3	0.60452
PPARA	4	0.88376	0.88334	1.0	16577	0	0.27736	0.32273	0.505	0.999997	9391	2	0.27736
F8A1	4	0.88382	0.8834	1.0	16578	0	0.66117	0.10083	0.22555	0.994417	4323	3	0.66117
TMEM101	4	0.88385	0.88343	1.0	16579	0	0.38468	0.13496	0.28109	0.999997	5334	2	0.38468
CTGF	4	0.88388	0.88345	1.0	16580	0	1.1688	0.019825	0.063336	0.900885	1334	3	1.1688
